InputWord,WordKey,Tone,POS,ZhTranslation,ZhHint,Kana,Romaji,Wapuro,BookName,BookSeries,BookChapter,BookExtra,BookWordId,,,,,,,,,,,,,,,,30,CommonWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,,,,,,,,,,,,,,,,,,,,60,AlterWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,,,,,,,,,,,,,,,,,,,,120,UncommonWord,ManualTags,AutoTags,RubyByExcel,RubyByConcat,ALERT,,,,,
時,,,IDIOM,（~点）（几点钟）,,,ji,ji,,1,5,,54,,,,,,,,,,,,,,,,,時,special,,とき,じ,special,じ,時,じ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
分,,,IDIOM,（~分）（几点几分）,,,fun,,,1,5,,55,,,,,,,,,,,,,,,,,分,special,,ぶん,ふん,special,ふん,分,ふん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
半,,,IDIOM,（~半）（几点半）,,,,,,1,5,,56,,,,,,,,,,,,,,,,,半,excel,excelauto,はん,はん,,はん,半,はん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月,,,IDIOM,（~月）（几月份）,,,gatsu,,,1,5,,57,,,,,,,,,,,,,,,,,月,special,,つき,がつ,special,がつ,月,がつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日,日-1,,IDIOM,（~日）（几月几日）,,,nichi,,,1,5,,58,,,,,,,,,,,,,,,,,日,special,,ひ,にち,special,にち,日,にち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
年,,,IDIOM,（~年）（哪年）,,,nen,,,1,5,,59,,,,,,,,,,,,,,,,,年,special,,とし,ねん,special,ねん,年,ねん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ごろ,,,IDIOM,（~ごろ）（时间左右）,,,,,,1,5,,60,,,,,,,,,,,,,,,,,ごろ,excel,excelauto,ごろ,ごろ,,ごろ,ご,ご,ろ,ろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
来月,,1,NOUN,下个月,,,,,,1,6,,1,,,,,,,,,,,,,,,,,来月,manual,,らいげつ,らいげつ,,らいげつ,来,らい,月,げつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
先月,,1,NOUN,上个月,,,,,,1,6,,2,,,,,,,,,,,,,,,,,先月,manual,,せんげつ,せんげつ,,せんげつ,先,せん,月,げつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夜中,,3,NOUN,午夜，半夜,,,,,,1,6,,3,,,,,,,,,,,,,,,,,夜中,manual,,よなか,よなか,,よなか,夜,よ,中,なか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゆうべ,,0,NOUN,昨天晚上,,,,,,1,6,,4,,,,,,,,,,,,,,,,,ゆうべ,excel,excelauto,ゆうべ,ゆうべ,,ゆうべ,ゆ,ゆ,う,う,べ,べ,,,,,,,,,,,,,,,,,special,昨夜,special,,ゆうべ,ゆうべ,special,ゆうべ,昨夜,ゆうべ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コンサート,,1,NOUN,音乐会,,,,,,1,6,,5,,,,,,,,,,,,,,,,,コンサート,,,こんさーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
クリスマス,,3,NOUN,圣诞节,,,,,,1,6,,6,,,,,,,,,,,,,,,,,クリスマス,,,くりすます,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
誕生日,,3,NOUN,生日,,,,,,1,6,,7,,,,,,,,,,,,,,,,,誕生日,manual,,たんじょうび,たんじょうび,,たんじょうび,誕,たん,生,じょう,日,び,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
こどもの日,,5,NOUN,儿童节,,,,,,1,6,,8,,,,,,,,,,,,,,,,,こどもの日,excel,excelauto,こどものひ,こどものひ,,こどものひ,こ,こ,ど,ど,も,も,の,の,日,ひ,,,,,,,,,,,,,manual,子供の日,manual,,こどものひ,こどものひ,,こどものひ,子,こ,供,ども,の,の,日,ひ,,,,,,,,,,,,,,,,,,,,,,,,,,
夏休み,,3,NOUN,暑假,,,,,,1,6,,9,,,,,,,,,,,,,,,,,夏休み,manual,,なつやすみ,なつやすみ,,なつやすみ,夏,なつ,休,やす,み,み,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交通機関,,5,NOUN,交通工具,,,,,,1,6,,10,,,,,,,,,,,,,,,,,交通機関,manual,,こうつうきかん,こうつうきかん,,こうつうきかん,交,こう,通,つう,機,き,関,かん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新幹線,,3,NOUN,新干线,,,,,,1,6,,11,,,,,,,,,,,,,,,,,新幹線,manual,,しんかんせん,しんかんせん,,しんかんせん,新,しん,幹,かん,線,せん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛行機,,2,NOUN,飞机,,,,,,1,6,,12,,,,,,,,,,,,,,,,,飛行機,manual,,ひこうき,ひこうき,,ひこうき,飛,ひ,行,こう,機,き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フェリー,,1,NOUN,渡轮,,,,,,1,6,,13,,,,,,,,,,,,,,,,,フェリー,,,ふぇりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
電車,,0,NOUN,电车,,,,,,1,6,,14,,,,,,,,,,,,,,,,,電車,manual,,でんしゃ,でんしゃ,,でんしゃ,電,でん,車,しゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バス,,1,NOUN,公共汽车,,,,,,1,6,,15,,,,,,,,,,,,,,,,,バス,,,ばす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
タクシー,,1,NOUN,出租车,,,,,,1,6,,16,,,,,,,,,,,,,,,,,タクシー,,,たくしー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美術館,,3,NOUN,美术馆,,,,,,1,6,,17,,,,,,,,,,,,,,,,,美術館,excel,excelauto,びじゅつかん,びじゅつかん,,びじゅつかん,美,び,術,じゅつ,館,かん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アパート,,2,NOUN,公寓,,,,,,1,6,,18,,,,,,,,,,,,,,,,,アパート,,,あぱーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
うち,家-1,0,NOUN,家,,,,,,1,6,,19,,,,,,,,,,,,,,,,,うち,excel,excelauto,うち,うち,,うち,う,う,ち,ち,,,,,,,,,,,,,,,,,,,special,家,special,,いえ,うち,special,うち,家,うち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プール,,1,NOUN,游泳池,,,,,,1,6,,20,,,,,,,,,,,,,,,,,プール,,,ぷーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
友達,,0,NOUN,朋友,,,,,,1,6,,21,,,,,,,,,,,,,,,,,友達,manual,,ともだち,ともだち,,ともだち,友,とも,達,だち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弟,,4,NOUN,弟弟,,,,,,1,6,,22,,,,,,,,,,,,,,,,,弟,excel,excelauto,おとうと,おとうと,,おとうと,弟,おとうと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行く,,?,VERB;GODAN,去,,,,,,1,6,,23,,,,,,,,,,,,,,,,,行く,manual,,いく,いく,,いく,行,い,く,く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帰る,,?,VERB;GODAN,回来，回去,,,,,,1,6,,24,,,,,,,,,,,,,,,,,帰る,manual,,かえる,かえる,,かえる,帰,かえ,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
来る,,?,VERB;KAHEN,来,,,,,,1,6,,25,,,,,,,,,,,,,,,,,来る,manual,,くる,くる,,くる,来,く,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
たしか,,1,ADV,好像是，大概；的确,,,,,,1,6,,26,,,,,,,,,,,,,,,,,たしか,excel,excelauto,たしか,たしか,,たしか,た,た,し,し,か,か,,,,,,,,,,,,,,,,,manual,確か,manual,,たしか,たしか,,たしか,確,たし,か,か,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
まっすぐ,,3,ADV,径直，笔直,,,,,,1,6,,27,,,,,,,,,,,,,,,,,まっすぐ,excel,excelauto,まっすぐ,まっすぐ,,まっすぐ,ま,ま,っ,っ,す,す,ぐ,ぐ,,,,,,,,,,,,,,,manual,真っ直ぐ,manual,,まっすぐ,まっすぐ,,まっすぐ,真,ま,っ,っ,直,す,ぐ,ぐ,,,,,,,,,,,,,,,,,,,,,,,,,,
いっしょに,,0,ADV,一起,,,,,,1,6,,28,,,,,,,,,,,,,,,,,いっしょに,excel,excelauto,いっしょに,いっしょに,,いっしょに,い,い,っ,っ,し,し,ょ,ょ,に,に,,,,,,,,,,,,,manual,一緒に,manual,,いっしょに,いっしょに,,いっしょに,一,いっ,緒,しょ,に,に,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佐藤,,1,PROPER,佐藤,,,,,,1,6,,29,,,,,,,,,,,,,,,,,佐藤,manual,,さとう,さとう,,さとう,佐,さ,藤,とう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京,,1,PROPER,北京,,,,,,1,6,,30,,,,,,,,,,,,,,,,,北京,special,,ぺきん,ペキン,special,ペキン,北,ペ,京,キン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アメリカ,,0,PROPER,美国,米国（べいこく）是美国的另一种写法，多用于书面语和新闻媒体,,,,,1,6,,31,,,,,,,,,,,,,,,,,アメリカ,,,あめりか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韓国,,1,PROPER,韩国,,,,,,1,6,,32,,,,,,,,,,,,,,,,,韓国,manual,,かんこく,かんこく,,かんこく,韓,かん,国,こく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フランス,,0,PROPER,法国,,,,,,1,6,,33,,,,,,,,,,,,,,,,,フランス,,,ふらんす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
広島,,0,PROPER,广岛,,,,,,1,6,,34,,,,,,,,,,,,,,,,,広島,manual,,ひろしま,ひろしま,,ひろしま,広,ひろ,島,しま,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
京都,,1,PROPER,京都,,,,,,1,6,,35,,,,,,,,,,,,,,,,,京都,manual,,きょうと,きょうと,,きょうと,京,きょう,都,と,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北海道,,3,PROPER,北海道,,,,,,1,6,,36,,,,,,,,,,,,,,,,,北海道,manual,,ほっかいどう,ほっかいどう,,ほっかいどう,北,ほっ,海,かい,道,どう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
箱根,,0,PROPER,箱根,,,,,,1,6,,37,,,,,,,,,,,,,,,,,箱根,excel,excelauto,はこね,はこね,,はこね,箱,はこ,根,ね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銀座,,0,PROPER,银座,,,,,,1,6,,38,,,,,,,,,,,,,,,,,銀座,excel,excelauto,ぎんざ,ぎんざ,,ぎんざ,銀,ぎん,座,ざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
渋谷,,0,PROPER,涩谷,,,,,,1,6,,39,,,,,,,,,,,,,,,,,渋谷,manual,,しぶや,しぶや,,しぶや,渋,しぶ,谷,や,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿,,0,PROPER,新宿,,,,,,1,6,,40,,,,,,,,,,,,,,,,,新宿,manual,,しんじゅく,しんじゅく,,しんじゅく,新,しん,宿,じゅく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お疲れ様でした,,7,IDIOM,够累的（？？）,你辛苦了。同伴之间体谅，安慰对方的寒暄语,,,,,1,6,,41,,,,,,,,,,,,,,,,,お疲れ様でした,manual,,おつかれさまでした,おつかれさまでした,,おつかれさまでした,お,お,疲,つか,れ,れ,様,さま,で,で,し,し,た,た,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お先に失礼します,,10,IDIOM,我先走了，我先告辞了,,,,,,1,6,,42,,,,,,,,,,,,,,,,,お先に失礼します,excel,excelauto,おさきにしつれいします,おさきにしつれいします,,おさきにしつれいします,お,お,先,さき,に,に,失,しつ,礼,れい,し,し,ま,ま,す,す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
歩いて,,2,IDIOM,步行,,,,,,1,6,,43,,,,,,,,,,,,,,,,,歩いて,manual,,あるいて,あるいて,,あるいて,歩,ある,い,い,て,て,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大変ですね,,5,IDIOM,真不容易，够受的，不得了,,,,,,1,6,,44,,,,,,,,,,,,,,,,,大変ですね,manual,,たいへんですね,たいへんですね,,たいへんですね,大,たい,変,へん,で,で,す,す,ね,ね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
コーヒー,,3,NOUN,咖啡,,,,,,1,7,,1,,,,,,,,,,,,,,,,,コーヒー,,,こーひー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excel,珈琲,special,,こーひー,コーヒー,ALERT,けはい,珈,コー,琲,ヒー
コーラ,,1,NOUN,可乐,,,,,,1,7,,2,,,,,,,,,,,,,,,,,コーラ,,,こーら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お茶,,0,NOUN,茶,,,,,,1,7,,3,,,,,,,,,,,,,,,,,お茶,excel,excelauto,おちゃ,おちゃ,,おちゃ,お,お,茶,ちゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ワイン,,1,NOUN,葡萄酒,,,,,,1,7,,4,,,,,,,,,,,,,,,,,ワイン,,,わいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パン,,1,NOUN,面包,,,,,,1,7,,5,,,,,,,,,,,,,,,,,パン,,,ぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ケーキ,,1,NOUN,蛋糕,,,,,,1,7,,6,,,,,,,,,,,,,,,,,ケーキ,,,けーき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お粥,,0,NOUN,粥,,,,,,1,7,,7,,,,,,,,,,,,,,,,,お粥,excel,excelauto,おかゆ,おかゆ,,おかゆ,お,お,粥,かゆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
昼ご飯,,3,NOUN,午饭,,,,,,1,7,,8,,,,,,,,,,,,,,,,,昼ご飯,manual,,ひるごはん,ひるごはん,,ひるごはん,昼,ひる,ご,ご,飯,はん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お弁当,,0,NOUN,盒饭,,,,,,1,7,,9,,,,,,,,,,,,,,,,,お弁当,excel,excelauto,おべんとう,おべんとう,,おべんとう,お,お,弁,べん,当,とう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
そば,,1,NOUN,荞麦面,,,,,,1,7,,10,,,,,,,,,,,,,,,,,そば,excel,excelauto,そば,そば,,そば,そ,そ,ば,ば,,,,,,,,,,,,,,,,,,,excel,蕎麦,manual,,そば,そば,ALERT,きょうむぎ,蕎,そ,麦,ば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
うどん,,0,NOUN,面条,,,,,,1,7,,11,,,,,,,,,,,,,,,,,うどん,excel,excelauto,うどん,うどん,,うどん,う,う,ど,ど,ん,ん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
親子丼,,0,NOUN,鸡肉鸡蛋盖饭,鸡肉亲子盖饭,,,,,1,7,,12,,,,,,,,,,,,,,,,,親子丼,manual,,おやこどん,おやこどん,,おやこどん,親,おや,子,こ,丼,どん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
カレー,,0,NOUN,咖喱（饭）,,,,,,1,7,,13,,,,,,,,,,,,,,,,,カレー,excel,excelauto,かれー,かれー,,かれー,カ,か,レ,れ,ー,ー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卵,,2,NOUN,鸡蛋,,,,,,1,7,,14,,,,,,,,,,,,,,,,,卵,excel,excelauto,たまご,たまご,,たまご,卵,たまご,,,,,,,,,,,,,,,,,,,,,excel,玉子,manual,,たまご,たまご,ALERT,たまこ,玉,たま,子,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
チーズ,,1,NOUN,干酪,,,,,,1,7,,15,,,,,,,,,,,,,,,,,チーズ,,,ちーず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リンゴ,,0,NOUN,苹果,,,,,,1,7,,16,,,,,,,,,,,,,,,,,リンゴ,,,りんご,,,,,,,,,,,,,,,,,,,,,,,,,,excel,林檎,manual,,りんご,りんご,ALERT,はやしご,林,りん,檎,ご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
イチゴ,,0,NOUN,草莓,,,,,,1,7,,17,,,,,,,,,,,,,,,,,イチゴ,,,いちご,,,,,,,,,,,,,,,,,,,,,,,,,,excel,苺,excel,excelauto,いちご,いちご,,いちご,苺,いちご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
そば屋,,2,NOUN,荞麦面馆,,,,,,1,7,,18,,,,,,,,,,,,,,,,,そば屋,excel,excelauto,そばや,そばや,,そばや,そ,そ,ば,ば,屋,や,,,,,,,,,,,,,,,,,excel,蕎麦屋,manual,,そばや,そばや,ALERT,きょうむぎや,蕎,そ,麦,ば,屋,や,,,,,,,,,,,,,,,,,,,,,,,,,,,,
テニス,,1,NOUN,网球,,,,,,1,7,,19,,,,,,,,,,,,,,,,,テニス,,,てにす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジョギング,,0,NOUN,慢跑，跑步,,,,,,1,7,,20,,,,,,,,,,,,,,,,,ジョギング,,,じょぎんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
サッカー,,1,NOUN,足球,,,,,,1,7,,21,,,,,,,,,,,,,,,,,サッカー,,,さっかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野球,,0,NOUN,棒球,,,,,,1,7,,22,,,,,,,,,,,,,,,,,野球,manual,,やきゅう,やきゅう,,やきゅう,野,や,球,きゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申込書,,0,NOUN,申请书,,,,,,1,7,,23,,,,,,,,,,,,,,,,,申込書,special,,もうしこみしょ,もう<ins>し</ins>こ<ins>み</ins>しょ,special,もう<ins>し</ins>こ<ins>み</ins>しょ,申,もう<ins>し</ins>,込,こ<ins>み</ins>,書,しょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手紙,,0,NOUN,信,,,,,,1,7,,24,,,,,,,,,,,,,,,,,手紙,manual,,てがみ,てがみ,,てがみ,手,て,紙,がみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD,,3,NOUN,CD,,,,CD,,1,7,,25,,,,,,,,,,,,,,,,,CD,special,,CD,シーディー,special,シーディー,C,シー,D,ディー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
音楽,,1,NOUN,音乐,,,,,,1,7,,26,,,,,,,,,,,,,,,,,音楽,manual,,おんがく,おんがく,,おんがく,音,おん,楽,がく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
映画,,0,NOUN,电影,,,,,,1,7,,27,,,,,,,,,,,,,,,,,映画,excel,excelauto,えいが,えいが,,えいが,映,えい,画,が,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
動物園,,4,NOUN,动物园,,,,,,1,7,,28,,,,,,,,,,,,,,,,,動物園,manual,,どうぶつえん,どうぶつえん,,どうぶつえん,動,どう,物,ぶつ,園,えん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パンダ,,1,NOUN,熊猫,,,,,,1,7,,29,,,,,,,,,,,,,,,,,パンダ,,,ぱんだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飲む,,?,VERB;GODAN,喝,,,,,,1,7,,30,,,,,,,,,,,,,,,,,飲む,manual,,のむ,のむ,,のむ,飲,の,む,む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
買う,,?,VERB;GODAN,买,,,,,,1,7,,31,,,,,,,,,,,,,,,,,買う,manual,,かう,かう,,かう,買,か,う,う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
撮る,,?,VERB;GODAN,拍照，拍摄,,,,,,1,7,,32,,,,,,,,,,,,,,,,,撮る,excel,excelauto,とる,とる,,とる,撮,と,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
書く,,?,VERB;GODAN,写,,,,,,1,7,,33,,,,,,,,,,,,,,,,,書く,manual,,かく,かく,,かく,書,か,く,く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
読む,,?,VERB;GODAN,读,,,,,,1,7,,34,,,,,,,,,,,,,,,,,読む,manual,,よむ,よむ,,よむ,読,よ,む,む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
聞く,,?,VERB;GODAN,听,,,,,,1,7,,35,,,,,,,,,,,,,,,,,聞く,manual,,きく,きく,,きく,聞,き,く,く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
食べる,,?,VERB;SHIMOICHIDAN,吃,,,,,,1,7,,36,,,,,,,,,,,,,,,,,食べる,manual,,たべる,たべる,,たべる,食,た,べ,べ,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
見る,,?,VERB;KAMIICHIDAN,看,,,,,,1,7,,37,,,,,,,,,,,,,,,,,見る,excel,excelauto,みる,みる,,みる,見,み,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
する,,?,VERB;SAHEN,干酪,,,,,,1,7,,38,,,,,,,,,,,,,,,,,する,excel,excelauto,する,する,,する,す,す,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
掃除する,,?,VERB;SAHEN,打扫，扫除,,,,,,1,7,,39,,,,,,,,,,,,,,,,,掃除する,manual,,そうじする,そうじする,,そうじする,掃,そう,除,じ,す,す,る,る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
けれから,,0,ADV,从现在起，今后,,,,,,1,7,,40,,,,,,,,,,,,,,,,,けれから,excel,excelauto,けれから,けれから,,けれから,け,け,れ,れ,か,か,ら,ら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
じゃあ,,1,CONJ,那么,仅用于口语,,,,,1,7,,41,,,,,,,,,,,,,,,,,じゃあ,excel,excelauto,じゃあ,じゃあ,,じゃあ,じ,じ,ゃ,ゃ,あ,あ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
では,,1,CONJ,那么,可同时用作书面语和口语,,,,,1,7,,42,,,,,,,,,,,,,,,,,では,excel,excelauto,では,では,,では,で,で,は,は,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
